RUN	com.yajb.loadtest.search.SearchLoadSimulation	searchloadsimulation	1684498124052	 	3.9.3
REQUEST		search	1684498219777	1684498220057	OK	 
REQUEST		search	1684498219961	1684498220236	OK	 
REQUEST		search	1684498220580	1684498220959	OK	 
REQUEST		search	1684498220587	1684498220974	OK	 
REQUEST		search	1684498220909	1684498221090	OK	 
REQUEST		search	1684498220726	1684498221187	OK	 
REQUEST		search	1684498220934	1684498221324	OK	 
REQUEST		search	1684498221252	1684498221431	OK	 
REQUEST		search	1684498221082	1684498221451	OK	 
REQUEST		search	1684498221427	1684498221823	OK	 
REQUEST		search	1684498221688	1684498221970	OK	 
REQUEST		search	1684498221815	1684498221995	OK	 
REQUEST		search	1684498222302	1684498222686	OK	 
USER	warm up	END	1684498222728
USER	warm up	END	1684498222941
USER	warm up	END	1684498223109
REQUEST		search	1684498222843	1684498223215	OK	 
REQUEST		search	1684498222871	1684498223319	OK	 
REQUEST		search	1684498223123	1684498223319	OK	 
REQUEST		search	1684498223068	1684498223460	OK	 
REQUEST		search	1684498223396	1684498223579	OK	 
REQUEST		search	1684498223397	1684498223788	OK	 
REQUEST		search	1684498223872	1684498224262	OK	 
REQUEST		search	1684498224324	1684498224606	OK	 
REQUEST		search	1684498224348	1684498224912	OK	 
REQUEST		search	1684498224646	1684498225065	OK	 
REQUEST		search	1684498224853	1684498225065	OK	 
REQUEST		search	1684498224874	1684498225247	OK	 
REQUEST		search	1684498224889	1684498225283	OK	 
USER	warm up	END	1684498226121
REQUEST		search	1684498226060	1684498226571	OK	 
REQUEST		search	1684498226599	1684498227055	OK	 
REQUEST		search	1684498226562	1684498227055	OK	 
REQUEST		search	1684498227226	1684498227508	OK	 
REQUEST		search	1684498226990	1684498227539	OK	 
REQUEST		search	1684498227169	1684498227579	OK	 
USER	warm up	END	1684498228096
REQUEST		search	1684498228021	1684498228301	OK	 
USER	warm up	END	1684498228532
REQUEST		search	1684498228372	1684498228854	OK	 
USER	warm up	END	1684498228979
USER	warm up	END	1684498229486
USER	warm up	END	1684498230134
USER	warm up	END	1684498230643
USER	load	START	1684498230914
USER	load	START	1684498231414
REQUEST		search	1684498230914	1684498231602	OK	 
REQUEST		search	1684498231415	1684498231886	OK	 
USER	load	START	1684498231914
USER	load	START	1684498232413
REQUEST		search	1684498231914	1684498232458	OK	 
USER	load	START	1684498232925
REQUEST		search	1684498232414	1684498232935	OK	 
REQUEST		search	1684498232642	1684498233131	OK	 
USER	load	START	1684498233414
REQUEST		search	1684498232926	1684498233519	OK	 
REQUEST		search	1684498233522	1684498233801	OK	 
USER	load	START	1684498233914
REQUEST		search	1684498233796	1684498233995	OK	 
REQUEST		search	1684498233415	1684498234014	OK	 
REQUEST		search	1684498233915	1684498234295	OK	 
USER	load	START	1684498234414
REQUEST		search	1684498234179	1684498234436	OK	 
REQUEST		search	1684498234554	1684498234862	OK	 
USER	load	START	1684498234915
REQUEST		search	1684498234416	1684498234934	OK	 
REQUEST		search	1684498235078	1684498235376	OK	 
